shot,status,reason,n_samples,n_windows,duration_ms,k_in_mean,k_in_std,k_in_max,k_in_min,n_events,event_severity_max,B_mean,S_mean,R_mean,D_mean,I_mean
78070,ok,32ch_prm,872796,35,35.972,0.141143,0.058,0.237471,0.0,0,0.0,0.223852,0.064488,0.371368,0.003101,0.642195
78091,ok,60ch_prm,1165754,19,19.104,0.321221,0.131914,0.489346,0.0,1,36.21830338378649,0.567039,0.869163,0.616294,0.012457,0.46145
78092,ok,4ch_prm,10708429,3665,3665.792,0.094056,0.042693,0.141149,0.031287,120,13.068816893659504,0.023676,0.7525,0.248049,0.001533,0.752012
78121,ok,108ch_prm,3081842,18,18.148,0.257471,0.111217,0.454376,0.0,2,15.11488418744914,0.489356,0.822158,0.507873,0.005114,0.543472
78122,ok,60ch_prm,1164152,18,18.528,0.314286,0.128317,0.480471,0.0,2,17.31903504817748,0.577114,0.869163,0.575653,0.009858,0.498985
78123,ok,80ch_prm,3425183,49,49.575,0.199279,0.072715,0.354221,0.001273,1,24.001682753507094,0.400183,0.758594,0.473489,0.001807,0.554924
78126,ok,60ch_prm,1155319,18,18.514,0.284917,0.117933,0.462591,0.0,1,21.584868403583098,0.567263,0.869328,0.561402,0.006372,0.514986
78135,ok,48ch_prm,1771233,84,84.664,0.149381,0.059291,0.302391,0.062474,1,330.20412169444523,0.200213,0.186128,0.342811,0.001832,0.662635
78138,ok,48ch_prm,939037,19,19.878,0.150432,0.044001,0.264377,0.053611,1,0.5868560300448483,0.47997,0.069456,0.51455,0.003534,0.516422
78167,ok,60ch_prm,1155493,18,18.092,0.303442,0.125546,0.467437,0.0,0,0.0,0.561831,0.869493,0.586907,0.007669,0.517524
78177,ok,84ch_prm,15096850,3454,3454.217,0.204467,0.071918,0.328046,0.002409,8,4107.444326524706,0.502225,0.76578,0.559968,0.001909,0.559768
78188,ok,60ch_prm,1144892,19,19.108,0.344528,0.147197,0.507978,0.0,1,33.13940246896434,0.572921,0.869163,0.565124,0.014708,0.543388
78202,ok,80ch_prm,3611749,51,51.337,0.2163,0.062573,0.353841,0.095048,3,27.115560108542844,0.569879,0.77145,0.607951,0.001985,0.518408
78206,ok,48ch_prm,2243363,88,88.662,0.223603,0.078963,0.353267,0.00288,3,836.0550399578965,0.485442,0.808843,0.533692,0.002355,0.541521
78215,ok,4ch_prm,12150554,4133,4133.896,0.119187,0.06998,0.236869,0.05388,8,3988.586510069827,0.210904,1.0,0.332331,0.000618,0.686785
78229,ok,80ch_prm,3418984,47,47.682,0.204361,0.06381,0.356208,0.069491,3,15.910358764025405,0.552415,0.766661,0.60779,0.001762,0.51325
78231,ok,48ch_prm,2078456,87,87.32,0.231736,0.062154,0.323168,0.113225,4,759.7644338503877,0.455034,0.791569,0.551449,0.002691,0.518497
78234,ok,60ch_prm,1204819,22,22.656,0.372109,0.157007,0.548677,0.0,1,191.58982645224145,0.562758,0.869163,0.586855,0.020868,0.518006
78239,ok,32ch_prm,1250650,53,53.281,0.228097,0.105758,0.354201,0.0,4,87.25608283094078,0.406817,0.597187,0.504166,0.006839,0.554219
78244,ok,32ch_prm,955593,37,37.598,0.162366,0.067546,0.285258,0.0,1,27.92028637030788,0.426009,0.5975,0.493823,0.002072,0.535349
78246,ok,4ch_prm,11452049,3426,3426.425,0.123761,0.080825,0.258928,0.048648,7,3573.742323371398,0.231103,0.999571,0.388698,0.001176,0.689336
78255,ok,4ch_prm,12345659,4209,4209.505,0.108021,0.060162,0.204058,0.047293,8,2877.47062358871,0.164102,1.0,0.32955,0.000482,0.682019
78271,ok,80ch_prm,3444775,48,48.257,0.230868,0.106637,0.537997,0.0,3,19.994481013519707,0.534062,0.703075,0.588841,0.006441,0.519829
78272,ok,32ch_prm,1266709,51,51.742,0.174866,0.079163,0.304142,0.0,1,925.684168333887,0.472631,0.597187,0.652027,0.002598,0.41069
78273,ok,4ch_prm,11651087,3530,3530.508,0.121163,0.079211,0.255428,0.062565,10,2822.0150011605183,0.201154,1.0,0.385165,0.001261,0.651908
78302,ok,48ch_prm,946326,19,19.069,0.148836,0.050799,0.276283,0.001419,0,0.0,0.469912,0.069049,0.511374,0.003429,0.520959
78304,ok,80ch_prm,3545100,51,51.409,0.30272,0.131979,0.602637,0.088386,2,26.28797070905246,0.258685,0.63713,0.395495,0.026159,0.620877
78306,ok,64ch_prm,12964205,20,20.323,0.325784,0.147463,0.53606,0.0,2,13.277336743488883,0.534093,0.877495,0.529654,0.014436,0.537933
78307,ok,60ch_prm,1217164,21,21.051,0.335973,0.125908,0.520753,0.0,1,29.44530303800591,0.546545,0.869328,0.605662,0.01204,0.484522
78382,ok,60ch_prm,1185570,18,18.718,0.356401,0.14765,0.59755,0.0,1,71.65022790612743,0.527534,0.877948,0.668067,0.022351,0.449549
78395,ok,80ch_prm,2303303,30,30.943,0.274948,0.131385,0.549531,0.056069,1,5.328605727580151,0.412683,0.481987,0.490387,0.0201,0.539808
78415,ok,4ch_prm,12155814,3964,3964.643,0.11933,0.08773,0.265153,0.047405,5,1625.1410480952109,0.208587,1.0,0.387849,0.001303,0.672951
78425,ok,80ch_prm,2304126,30,30.963,0.287187,0.141256,0.608254,0.001514,3,4.854234852167743,0.464564,0.578972,0.510081,0.01978,0.534591
78453,ok,80ch_prm,2530507,34,34.758,0.274232,0.128978,0.559126,0.074763,2,6.96604450172406,0.503346,0.614465,0.568913,0.017631,0.494609
78481,ok,48ch_prm,2336319,93,93.768,0.217854,0.063005,0.337352,0.110916,0,0.0,0.387101,0.746008,0.440802,0.002384,0.592579
78496,ok,32ch_prm,746904,20,20.267,0.138484,0.071822,0.289905,0.0,1,0.7796351710896579,0.309614,0.270256,0.422273,0.003772,0.600183
78505,ok,32ch_prm,718308,20,20.076,0.136579,0.067561,0.293295,0.0,1,0.7749864514944761,0.305853,0.256624,0.414703,0.003958,0.605374
78513,ok,80ch_prm,3155602,44,44.255,0.166598,0.055955,0.318004,0.0,1,11.738861571719806,0.213797,0.153126,0.354454,0.003486,0.654958
78523,ok,66ch_prm,6282741,93,93.688,0.217217,0.078718,0.376031,0.040544,0,0.0,0.477353,0.773841,0.513875,0.002796,0.548864
78545,ok,4ch_prm,12496069,4025,4025.906,0.115048,0.087207,0.26439,0.044269,4,1935.940012188136,0.159898,1.0,0.391077,0.001143,0.644588
78549,ok,66ch_prm,6261631,93,93.598,0.207638,0.084544,0.377059,0.045244,0,0.0,0.501977,0.817747,0.573036,0.002588,0.515763
78551,ok,70ch_prm,17939015,3773,3773.756,0.208453,0.072457,0.343785,0.044318,4,2607.338873631696,0.43548,0.759607,0.517595,0.002324,0.530097
78553,ok,66ch_prm,5887725,94,94.095,0.200195,0.062071,0.327744,0.047726,2,929.5051731835601,0.416977,0.746489,0.481499,0.00197,0.563769
78557,ok,32ch_prm,672830,20,20.27,0.124083,0.060905,0.28571,0.0,1,0.8183391717374894,0.281585,0.245598,0.402133,0.002815,0.61237
78560,ok,80ch_prm,3168896,44,44.272,0.198061,0.068409,0.349055,0.00324,1,11.508913936597146,0.295021,0.509952,0.408008,0.001856,0.603588
78568,ok,80ch_prm,3129316,43,43.772,0.166574,0.04903,0.259386,0.00131,0,0.0,0.224862,0.16996,0.360906,0.002017,0.652989
78569,ok,80ch_prm,3180642,44,44.461,0.190833,0.057391,0.321789,0.075263,1,15.337409135835165,0.468811,0.683442,0.500626,0.001543,0.509865
78590,ok,80ch_prm,3324778,47,47.088,0.202338,0.067687,0.329004,0.001593,1,11.851881875887898,0.437424,0.725657,0.515241,0.001735,0.573848
78595,ok,60ch_prm,1157987,19,19.229,0.353496,0.148346,0.524117,0.0,1,65.25783305473757,0.519655,0.869328,0.551985,0.015671,0.549666
78598,ok,80ch_prm,3220591,45,45.003,0.200995,0.064421,0.328546,0.072406,1,11.79618582423997,0.315082,0.713082,0.433662,0.001949,0.591768
78602,ok,32ch_prm,724619,20,20.384,0.133429,0.067587,0.296527,0.0,1,0.8342175975127832,0.304448,0.190339,0.406726,0.003067,0.614802
78614,ok,4ch_prm,12719554,4472,4472.227,0.11321,0.095745,0.276181,0.029989,1,1563.844530813725,0.118572,0.7525,0.271144,0.001056,0.730348
78615,ok,4ch_prm,12405252,3998,3998.924,0.090876,0.045971,0.158907,0.041361,13,471.0136634525585,0.136131,0.76249,0.411725,0.001624,0.588349
78622,ok,66ch_prm,6127161,92,92.951,0.212367,0.07775,0.463893,0.057399,2,743.8540596588822,0.37031,0.77303,0.435444,0.003191,0.593166
78628,ok,66ch_prm,6034902,92,92.594,0.202684,0.071493,0.37016,0.0017,5,723.3750107648176,0.353238,0.743139,0.42962,0.002496,0.59822
78636,ok,32ch_prm,581149,19,19.304,0.125723,0.044959,0.200648,0.0,0,0.0,0.400155,0.012492,0.462712,0.0043,0.569025
78642,ok,4ch_prm,11986320,3782,3782.26,0.11595,0.098006,0.277076,0.013028,7,4271.0660346527075,0.206132,0.7525,0.340844,0.001114,0.669881
78647,ok,32ch_prm,1307614,58,58.48,0.21193,0.115572,0.376345,0.0,3,200.48175408001595,0.442803,0.599682,0.492646,0.003447,0.553142
78665,ok,80ch_prm,3490665,49,49.056,0.201076,0.064604,0.336641,0.065824,1,16.922287995421897,0.537762,0.764071,0.5789,0.001714,0.523104
78666,ok,4ch_prm,12303664,4069,4069.953,0.114399,0.06734,0.22501,0.043198,9,2080.823400771675,0.211,1.0,0.377675,0.000946,0.635604
78677,ok,66ch_prm,3813251,27,27.727,0.169327,0.090822,0.372642,0.001688,0,0.0,0.413389,0.616636,0.462903,0.002068,0.582212
78678,ok,32ch_prm,1228260,55,55.027,0.195696,0.093356,0.33851,0.0,2,119.66661021354287,0.408566,0.597187,0.458638,0.002809,0.584913
78679,ok,4ch_prm,12419961,4189,4189.841,0.107009,0.098522,0.273976,0.024126,6,2913.488992757481,0.177045,0.7525,0.328683,0.000721,0.693316
78685,ok,4ch_prm,12444947,4163,4163.024,0.114809,0.096404,0.276031,0.022808,5,4070.6604125472077,0.186257,0.7525,0.296909,0.000933,0.715416
78707,ok,32ch_prm,1288979,58,58.313,0.212186,0.105589,0.371759,0.0,2,78.55036641544073,0.424325,0.597187,0.462088,0.003897,0.586811
78711,ok,32ch_prm,1262006,56,56.349,0.207349,0.106588,0.371223,0.0,5,115.59259712888192,0.421179,0.597187,0.479176,0.003163,0.564579
78723,ok,80ch_prm,3227252,48,48.997,0.210798,0.113168,0.521638,0.0,2,16.756240151060144,0.487264,0.667312,0.55853,0.00412,0.524115
78734,ok,60ch_prm,1161000,18,18.772,0.331237,0.143298,0.50939,0.0,0,0.0,0.557964,0.869493,0.608109,0.01259,0.504121
78763,ok,80ch_prm,3622796,52,52.803,0.219865,0.069025,0.345947,0.077721,4,31.48061441585917,0.542706,0.761534,0.636893,0.002312,0.532186
78771,ok,60ch_prm,1167345,19,19.391,0.333843,0.157114,0.537766,0.0,1,85.88569565998752,0.566154,0.869493,0.613908,0.014936,0.511689
78772,ok,80ch_prm,3466217,48,48.555,0.22247,0.09211,0.524802,0.0,2,20.75476388687667,0.541778,0.753324,0.57275,0.004281,0.532198
78779,ok,4ch_prm,14157734,3841,3841.242,0.088186,0.099481,0.2598,0.020771,7,2023.5600898169544,0.167663,0.2575,0.395402,0.000869,0.674654
78783,ok,32ch_prm,1172099,50,50.607,0.208296,0.112917,0.346109,0.0,4,121.5673063574249,0.436452,0.569369,0.56566,0.004362,0.508275
78794,ok,80ch_prm,3543986,50,50.774,0.212567,0.070726,0.361325,0.002366,2,23.25918723859456,0.591817,0.764953,0.61647,0.002026,0.514151
78813,ok,4ch_prm,15274448,4071,4071.153,0.061854,0.036666,0.124294,0.030115,2,327.98041709224043,0.365172,0.019989,0.583696,0.000374,0.417268
78834,ok,60ch_prm,1069373,17,17.359,0.19839,0.083251,0.383739,0.0,1,18.964535322543497,0.58198,0.869985,0.788452,0.002626,0.36475
78849,ok,80ch_prm,3388051,45,45.532,0.207269,0.06229,0.317714,0.072898,4,14.00898511670278,0.41827,0.705643,0.521354,0.002181,0.547989
78867,ok,60ch_prm,1070983,17,17.087,0.244907,0.115636,0.444817,0.0,1,14.254460319492981,0.565146,0.869493,0.760934,0.006195,0.364314
78869,ok,66ch_prm,3733183,74,74.397,0.163919,0.076146,0.3361,0.001522,3,384.1988247977862,0.546442,0.622824,0.754218,0.002906,0.281468
78871,ok,32ch_prm,786234,30,30.388,0.145668,0.061043,0.270321,0.0,2,403.4434339334325,0.446146,0.596628,0.727615,0.002924,0.288131
78897,ok,66ch_prm,3761630,76,76.045,0.190763,0.093253,0.352319,0.001583,5,295.8617660175103,0.558657,0.623425,0.545536,0.002157,0.515406
78906,ok,60ch_prm,1073305,14,14.855,0.251948,0.087095,0.391039,0.0,0,0.0,0.602063,0.870956,0.789644,0.006579,0.366428
78958,ok,60ch_prm,1121872,17,17.489,0.309222,0.12878,0.484619,0.0,1,22.95939023580548,0.539117,0.868997,0.674599,0.015085,0.414444
78959,ok,4ch_prm,15630464,4257,4257.427,0.082417,0.07887,0.217853,0.021077,33,1996.382748772389,0.37142,0.2575,0.473616,0.000421,0.5313
78967,ok,146ch_prm,6544489,73,73.128,0.237471,0.130026,0.567505,0.0,2,392.0080284892135,0.517297,0.528952,0.609539,0.014812,0.414432
78979,ok,32ch_prm,737837,27,27.5,0.157717,0.088478,0.409477,0.0,1,123.51793893601041,0.449526,0.564818,0.658131,0.007274,0.373181
78993,ok,32ch_prm,647202,23,23.205,0.109605,0.042779,0.194975,0.0,1,4.2478840615063875,0.226919,0.060781,0.357714,0.000942,0.651237
78998,ok,32ch_prm,893798,32,32.359,0.199911,0.097042,0.327725,0.0,2,37.06403237641582,0.439415,0.598124,0.452704,0.003053,0.606882
78999,ok,32ch_prm,634363,22,22.434,0.126478,0.048006,0.2125,0.0,2,4.731332159128125,0.226458,0.089928,0.360083,0.001288,0.646944
79005,ok,60ch_prm,1197358,18,18.524,0.25018,0.118295,0.503719,0.0,1,23.90870216051051,0.586257,0.870148,0.608851,0.005035,0.525802
79010,ok,32ch_prm,738295,27,27.793,0.131612,0.056777,0.255273,0.0,1,5.579970519635386,0.243187,0.056119,0.372365,0.002109,0.641058
79038,ok,60ch_prm,1096141,17,17.002,0.191028,0.074795,0.365282,0.0,1,4.63483160427647,0.594919,0.868997,0.678269,0.001265,0.485405
79039,ok,80ch_prm,3133224,43,43.892,0.167838,0.051103,0.339933,0.069048,1,11.611497362528228,0.221029,0.173847,0.360557,0.002045,0.653936
79040,ok,48ch_prm,1681343,83,83.152,0.154905,0.067297,0.317874,0.060593,3,228.8317781777697,0.205281,0.185666,0.346658,0.002175,0.660154
79075,ok,48ch_prm,1743721,75,75.459,0.225314,0.047086,0.330215,0.057031,3,492.19816171944404,0.477374,0.851807,0.501415,0.001996,0.557078
79103,ok,80ch_prm,2712993,36,36.759,0.170554,0.048921,0.312775,0.053014,0,0.0,0.227065,0.176461,0.367439,0.001844,0.645374
79107,ok,80ch_prm,2878991,37,37.957,0.255751,0.13775,0.629159,0.0,1,15.065033820074882,0.415948,0.742813,0.511374,0.017249,0.547973
79120,ok,48ch_prm,1869004,75,75.767,0.211787,0.064025,0.314343,0.002235,2,509.71335026561746,0.543321,0.849687,0.655297,0.001996,0.389219
79131,ok,5ch_prm,20453020,4878,4878.409,0.101841,0.099283,0.296714,0.030589,43,3772.360929857985,0.386375,0.208,0.463482,0.001248,0.542096
79137,ok,80ch_prm,2707021,36,36.632,0.193463,0.063093,0.316356,0.00169,1,20.06265124553582,0.334124,0.764559,0.462417,0.00186,0.577952
79152,ok,80ch_prm,3491654,49,49.724,0.200731,0.061485,0.321109,0.069836,1,14.379811368721079,0.504357,0.764194,0.571866,0.001675,0.531111
79154,ok,32ch_prm,1120595,48,48.549,0.214816,0.109276,0.38984,0.0,4,67.870978304427,0.423832,0.598748,0.478351,0.003563,0.572723
79183,ok,5ch_prm,19841890,4345,4345.028,0.095965,0.072702,0.208222,0.036185,7,1803.0308938218448,0.516462,0.406,0.65136,0.000581,0.444996
79185,ok,60ch_prm,1157630,18,18.872,0.314546,0.133876,0.472072,0.0,1,46.78557897472255,0.584538,0.869985,0.613933,0.009938,0.515674
79187,ok,48ch_prm,2033112,83,83.731,0.244743,0.076824,0.351659,0.001971,2,296.9165142443242,0.461632,0.799501,0.543472,0.003012,0.536005
79200,ok,60ch_prm,1176666,19,19.505,0.314779,0.127618,0.48717,0.0,2,61.66042503907997,0.580302,0.871275,0.607865,0.009242,0.522974
79202,ok,32ch_prm,991459,43,43.041,0.220645,0.102701,0.362031,0.0,3,70.42066617123129,0.425201,0.59937,0.490309,0.003917,0.567781
79204,ok,32ch_prm,980158,42,42.803,0.223908,0.106679,0.366706,0.0,3,66.07101294062322,0.433625,0.59937,0.506138,0.004152,0.553676
79209,ok,60ch_prm,1180673,19,19.205,0.273302,0.114908,0.447323,0.0,1,71.94890231268299,0.55599,0.869163,0.61505,0.005465,0.484972
79230,ok,48ch_prm,1948941,85,85.47,0.239714,0.063077,0.317719,0.07786,2,519.2999171962191,0.463601,0.789722,0.496946,0.003435,0.541136
79247,ok,32ch_prm,895308,34,34.098,0.183747,0.077846,0.304317,0.0,2,69.36042380925885,0.447267,0.597187,0.598123,0.003084,0.461332
79273,ok,32ch_prm,896268,34,34.388,0.199339,0.090734,0.330313,0.0,2,73.80070784890887,0.453432,0.597187,0.586985,0.003793,0.479281
79291,ok,60ch_prm,1092812,19,19.215,0.239572,0.099593,0.415373,0.0,1,60.411762563262464,0.66039,0.878152,0.823233,0.005378,0.380731
79298,ok,48ch_prm,1853652,85,85.714,0.234876,0.075399,0.370793,0.096055,1,740.9236462443346,0.46984,0.807703,0.532349,0.003115,0.532779
79299,ok,48ch_prm,1791777,86,86.1,0.182209,0.060717,0.314518,0.074604,1,624.4926015822765,0.330645,0.404678,0.417581,0.001834,0.597923
79314,ok,60ch_prm,1082953,19,19.219,0.289844,0.114023,0.440484,0.0,2,40.43749397527002,0.559802,0.869328,0.480963,0.006824,0.595944
79316,ok,85ch_prm,23891124,5327,5327.239,0.197467,0.068309,0.348686,0.04733,6,1789.6902606596484,0.498772,0.729857,0.532262,0.001649,0.528117
79328,ok,5ch_prm,19404647,4376,4376.81,0.114072,0.055299,0.179757,0.047049,4,1503.8595657095113,0.857166,0.411996,0.860094,0.000566,0.374489
79333,ok,32ch_prm,838238,33,33.168,0.171409,0.071346,0.282466,0.0,3,166.50949822457576,0.447893,0.5975,0.634009,0.003247,0.418213
79350,ok,32ch_prm,840547,35,35.238,0.218955,0.111079,0.425774,0.0,2,85.77415764086524,0.451933,0.631549,0.628418,0.007027,0.448992
79351,ok,32ch_prm,930038,44,44.09,0.222364,0.118944,0.470202,0.0,3,105.15645410054486,0.450877,0.631549,0.629649,0.007662,0.451326
79373,ok,5ch_prm,20206173,4930,4930.469,0.108412,0.085036,0.230696,0.024293,3,3749.9402240435784,0.424502,0.406,0.483518,0.000558,0.525307
79376,ok,48ch_prm,1661028,78,78.343,0.211908,0.055787,0.330212,0.060192,1,276.60886351489177,0.495226,0.841652,0.579868,0.001812,0.496412
79381,ok,32ch_prm,769297,27,27.528,0.180178,0.064621,0.275241,0.0,2,22.39662990273313,0.450477,0.618964,0.5888,0.003022,0.471302
79383,ok,32ch_prm,809590,30,30.327,0.198537,0.081835,0.315057,0.0,2,36.933025817010986,0.444311,0.62875,0.583881,0.004229,0.475176
79388,ok,32ch_prm,713092,24,24.936,0.188096,0.079393,0.301522,0.0,1,32.53759116775549,0.409737,0.602794,0.606509,0.003688,0.462987
79391,ok,48ch_prm,1618398,77,77.471,0.202054,0.069516,0.308689,0.002207,6,169.91279258490223,0.49044,0.796778,0.65223,0.002238,0.402543
79403,ok,32ch_prm,841399,29,29.246,0.214132,0.104896,0.352843,0.0,1,35.01988669313481,0.453972,0.628437,0.494808,0.003811,0.552194
79419,ok,60ch_prm,1149834,20,20.789,0.265112,0.114495,0.454251,0.0,1,124.4583058859472,0.554712,0.869163,0.692721,0.006529,0.415808
79421,ok,32ch_prm,851747,30,30.396,0.223788,0.121238,0.419845,0.0,2,29.26432939604118,0.459541,0.628437,0.516468,0.005148,0.538791
79433,ok,80ch_prm,3384947,52,52.192,0.204291,0.057366,0.333868,0.078769,2,147.7155390302591,0.498409,0.772225,0.671401,0.002502,0.402622
79434,ok,48ch_prm,1646467,77,77.681,0.223011,0.06099,0.385993,0.089219,2,1674.2831149169485,0.512243,0.846616,0.632524,0.002363,0.416777
79438,ok,80ch_prm,2374792,77,77.208,0.205676,0.077346,0.340852,0.0,2,240.59361893242306,0.457843,0.760434,0.505782,0.003026,0.565332
79456,ok,48ch_prm,1947475,85,85.549,0.212666,0.050179,0.289885,0.098127,4,625.0758659746831,0.525661,0.848212,0.764302,0.003349,0.287436
79464,ok,60ch_prm,1076844,19,19.341,0.234028,0.081244,0.396692,0.0,0,0.0,0.584311,0.869326,0.780114,0.003947,0.364657
79469,ok,5ch_prm,456618,116,116.25,0.070054,0.019414,0.091247,0.035811,3,12.614373389114498,0.220952,0.373065,0.39117,0.000971,0.625093
79470,ok,10ch_prm,880092,112,112.417,0.073124,0.018294,0.09842,0.043511,2,9.657237648520411,0.202707,0.375814,0.381896,0.001713,0.637679
79472,ok,5ch_prm,417095,103,103.813,0.067504,0.010958,0.080758,0.052109,2,7.553672947646067,0.183237,0.379498,0.379851,0.00098,0.634978
79479,ok,32ch_prm,597033,19,19.432,0.124075,0.052733,0.237159,0.0,0,0.0,0.395757,0.012492,0.458668,0.004898,0.567431
79481,ok,133ch_prm,3226513,105,105.548,0.14335,0.054903,0.314865,0.001543,3,8.270119164800468,0.406741,0.071149,0.483181,0.002236,0.551069
79495,ok,5ch_prm,524315,119,119.533,0.084073,0.013775,0.102023,0.06906,1,13.376798421146967,0.180076,0.390886,0.393808,0.002028,0.620785
79496,ok,10ch_prm,1052435,118,118.216,0.096519,0.012038,0.115808,0.079985,2,12.195762829770018,0.207053,0.389786,0.390363,0.004823,0.628363
79499,ok,5ch_prm,195943,45,45.556,0.113444,0.02808,0.165942,0.086611,1,14.044765430579465,0.298682,0.390886,0.466724,0.004766,0.551204
79501,ok,65ch_prm,482622,10,3.935,0.267627,0.112884,0.513131,0.0,1,37.44320555072922,0.550813,0.784228,0.672273,0.007723,0.406381
79502,ok,80ch_prm,1798918,25,25.312,0.148208,0.060646,0.287774,0.001019,1,1.667224939832655,0.362683,0.072111,0.458476,0.002135,0.567481
79530,ok,5ch_prm,19722729,4597,4597.491,0.157205,0.098124,0.319337,0.052781,21,3772.4856797162265,0.408089,0.417977,0.433926,0.001605,0.600783
79537,ok,80ch_prm,1715894,23,23.572,0.149895,0.04938,0.269024,0.043015,0,0.0,0.344547,0.079618,0.448747,0.001751,0.572545
79541,ok,80ch_prm,3940786,58,58.8,0.298492,0.126705,0.556573,0.062706,3,51.040987206361905,0.462974,0.649413,0.572942,0.020294,0.489743
79544,ok,80ch_prm,3526510,51,51.414,0.298048,0.130543,0.593708,0.083914,2,44.002707632599154,0.373707,0.577695,0.372452,0.026726,0.638875
79545,ok,80ch_prm,3539005,51,51.4,0.298065,0.13256,0.594448,0.06268,1,45.16055641818422,0.349512,0.509136,0.369237,0.026267,0.641372
79553,ok,48ch_prm,2159654,22,22.668,0.19874,0.083798,0.332575,0.04967,0,0.0,0.38709,0.675907,0.525185,0.002967,0.50557
79564,ok,48ch_prm,2036338,24,24.069,0.187094,0.067207,0.314235,0.060827,1,4.416785709087549,0.415574,0.658128,0.666683,0.004295,0.349512
79566,ok,108ch_prm,2908701,17,17.457,0.234876,0.103261,0.449829,0.0,1,7.888759344789268,0.494957,0.735945,0.559852,0.003813,0.505108
79568,ok,5ch_prm,19140779,3764,3764.241,0.14893,0.085403,0.280519,0.047829,78,4853.161484885394,0.439199,0.604,0.509465,0.001158,0.553854
79579,ok,5ch_prm,20261736,4855,4855.47,0.136821,0.090045,0.292115,0.046108,128,3170.593160297297,0.40371,0.604,0.478148,0.001006,0.570086
79594,ok,80ch_prm,3337942,46,46.035,0.214352,0.09796,0.440144,0.0,2,25.9182826398664,0.434506,0.676023,0.471537,0.0052,0.598249
79609,ok,5ch_prm,19881830,3975,3975.598,0.201556,0.131479,0.349441,0.042277,264,5089.602825344626,0.475284,0.604,0.541852,0.005299,0.536934
79612,ok,60ch_prm,1113192,17,17.726,0.272906,0.115941,0.479205,0.0,1,104.05658981535,0.536679,0.869821,0.659489,0.006547,0.45171
